group,day_order,day,calendar_date,days_since_day1,tray_count,mean_tracked_emergence_percent,sd_tracked_emergence_percent,mean_observed_green_cover_percent,sd_observed_green_cover_percent,mean_adjusted_green_cover_percent,sd_adjusted_green_cover_percent,mean_newly_emerged_cells,mean_day7_imputed_cells,group_type
No Microbes | Inside,4,Day 4,2026-07-02,3,2,99.28571428571429,1.0101525445522022,2.3411419948354935,0.7846825996091944,2.3411419948354935,0.7846825996091944,2.0,0.0,Microbe x Environment
No Microbes | Inside,5,Day 5,2026-07-03,4,2,99.28571428571429,1.0101525445522022,2.976268953889252,1.025816393674945,2.976268953889252,1.025816393674945,0.0,0.0,Microbe x Environment
No Microbes | Inside,6,Day 6,2026-07-04,5,2,99.28571428571429,1.0101525445522022,4.0011854506929705,1.3765272544747593,4.0011854506929705,1.3765272544747593,0.0,0.0,Microbe x Environment
No Microbes | Inside,7,Day 7,2026-07-07,8,2,99.28571428571429,1.0101525445522022,2.979668762761431,4.0734547750796875,7.288997690451367,1.2266745544835658,0.0,34.5,Microbe x Environment
No Microbes | Outside,1,Day 1,2026-06-29,0,2,0.7142857142857143,1.0101525445522108,0.00042173306550288787,0.0004015609479893378,0.00042173306550288787,0.0004015609479893378,0.5,0.0,Microbe x Environment
No Microbes | Outside,2,Day 2,2026-06-30,1,2,35.0,7.0710678118654755,0.09491852881675181,0.06368459926078379,0.09491852881675181,0.06368459926078379,24.0,0.0,Microbe x Environment
No Microbes | Outside,3,Day 3,2026-07-01,2,2,87.14285714285714,0.0,0.8960767078374753,0.2517586565804937,0.8960767078374753,0.2517586565804937,36.5,0.0,Microbe x Environment
No Microbes | Outside,4,Day 4,2026-07-02,3,2,91.42857142857143,2.0203050891044243,1.569783418442551,0.5640512595688494,1.569783418442551,0.5640512595688494,3.0,0.0,Microbe x Environment
No Microbes | Outside,5,Day 5,2026-07-03,4,2,92.14285714285714,3.0304576336566265,2.0696977181026,0.5953401324275498,2.0696977181026,0.5953401324275498,0.5,0.0,Microbe x Environment
No Microbes | Outside,6,Day 6,2026-07-04,5,2,93.57142857142858,3.0304576336566313,2.6796913673432914,0.40051532555604114,2.6796913673432914,0.40051532555604114,1.0,0.0,Microbe x Environment
No Microbes | Outside,7,Day 7,2026-07-07,8,2,94.28571428571429,2.0203050891044243,3.8291164439024703,0.279387120193215,3.8310488861735292,0.27665423412497947,0.5,1.0,Microbe x Environment
