tray_no,tray,cell_id,row,column,label_code,microbe_status,treatment,label_environment,environment_type,watering_rule,ever_visible_emerged,first_visible_emergence_day,first_visible_emergence_day_order,first_visible_emergence_date,possible_day7_bug_eaten,notes
3,Tray 3,33,4,3,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,34,4,4,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,35,4,5,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 4,4,2026-07-02,No,
3,Tray 3,36,4,6,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 5,5,2026-07-03,No,
3,Tray 3,37,4,7,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,38,4,8,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,39,4,9,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,40,4,10,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,41,5,1,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,42,5,2,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,43,5,3,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,No,,,,No,
3,Tray 3,44,5,4,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,45,5,5,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 4,4,2026-07-02,No,
3,Tray 3,46,5,6,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,47,5,7,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,48,5,8,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,49,5,9,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,50,5,10,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,51,6,1,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,No,,,,No,
3,Tray 3,52,6,2,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,53,6,3,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,54,6,4,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,55,6,5,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,56,6,6,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,57,6,7,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,58,6,8,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,No,,,,No,
3,Tray 3,59,6,9,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,60,6,10,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
3,Tray 3,61,7,1,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,62,7,2,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 6,6,2026-07-04,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
3,Tray 3,63,7,3,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,64,7,4,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 1,1,2026-06-29,No,
3,Tray 3,65,7,5,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,66,7,6,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
3,Tray 3,67,7,7,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,68,7,8,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,69,7,9,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
3,Tray 3,70,7,10,N/M,No Microbes,Moisture,Outside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
4,Tray 4,1,1,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,2,1,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,3,1,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,4,1,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,5,1,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
4,Tray 4,6,1,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,7,1,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,8,1,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
4,Tray 4,9,1,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,10,1,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,11,2,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,12,2,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,13,2,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,14,2,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
4,Tray 4,15,2,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,16,2,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
4,Tray 4,17,2,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,18,2,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,19,2,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,20,2,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,21,3,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,22,3,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,23,3,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,24,3,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,25,3,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
4,Tray 4,26,3,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,27,3,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,28,3,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,29,3,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,30,3,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
4,Tray 4,31,4,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
4,Tray 4,32,4,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,33,4,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,34,4,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,35,4,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,36,4,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,37,4,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,38,4,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,39,4,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,40,4,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,41,5,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,42,5,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,43,5,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,44,5,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,45,5,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,46,5,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,47,5,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,48,5,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,49,5,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,50,5,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,51,6,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,52,6,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,53,6,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,54,6,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,55,6,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,56,6,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,57,6,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,58,6,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,59,6,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,60,6,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,61,7,1,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,62,7,2,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,63,7,3,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,64,7,4,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,65,7,5,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,66,7,6,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,67,7,7,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
4,Tray 4,68,7,8,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,69,7,9,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
4,Tray 4,70,7,10,N/M,No Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,1,1,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,2,1,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,3,1,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,4,1,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,5,1,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,6,1,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,7,1,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,8,1,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,9,1,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,10,1,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,11,2,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,12,2,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,13,2,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,14,2,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,15,2,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,16,2,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,17,2,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,18,2,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,19,2,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,20,2,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,21,3,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,22,3,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,23,3,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,24,3,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,25,3,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,26,3,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,27,3,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,28,3,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,29,3,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,30,3,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,31,4,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,32,4,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,33,4,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,34,4,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,35,4,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,36,4,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,37,4,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,38,4,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 1,1,2026-06-29,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,39,4,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,40,4,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,41,5,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,42,5,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,43,5,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,44,5,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,45,5,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 1,1,2026-06-29,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,46,5,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,47,5,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,48,5,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,49,5,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,50,5,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,51,6,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,52,6,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,53,6,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,54,6,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,55,6,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
5,Tray 5,56,6,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,57,6,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,58,6,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,59,6,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,60,6,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,61,7,1,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,No,
5,Tray 5,62,7,2,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
