package_section,source_script,file_category,original_file_name,package_file_name,original_path,package_path,size_kb,description,copied
Charts,Script 05 - RGB Growth Rate and Treatment Comparison,Chart or evidence image,08_inside_outside_adjusted_green_cover_ideal_moisture.png,S05__08_inside_outside_adjusted_green_cover_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\05_RGB_Growth_Rate_Treatment_Comparison\charts\08_inside_outside_adjusted_green_cover_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S05__08_inside_outside_adjusted_green_cover_ideal_moisture.png,74.09,Inside-versus-Outside comparison for Ideal and Moisture trays.,Yes
Charts,Script 05 - RGB Growth Rate and Treatment Comparison,Chart or evidence image,09_inside_outside_emergence_ideal_moisture.png,S05__09_inside_outside_emergence_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\05_RGB_Growth_Rate_Treatment_Comparison\charts\09_inside_outside_emergence_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S05__09_inside_outside_emergence_ideal_moisture.png,75.79,Inside-versus-Outside comparison for Ideal and Moisture trays.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,01_microbes_adjusted_ndvi_trend.png,S08__01_microbes_adjusted_ndvi_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\01_microbes_adjusted_ndvi_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__01_microbes_adjusted_ndvi_trend.png,159.6,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,02_microbes_adjusted_ndre_trend.png,S08__02_microbes_adjusted_ndre_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\02_microbes_adjusted_ndre_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__02_microbes_adjusted_ndre_trend.png,142.55,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,03_treatment_adjusted_ndvi_trend.png,S08__03_treatment_adjusted_ndvi_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\03_treatment_adjusted_ndvi_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__03_treatment_adjusted_ndvi_trend.png,191.69,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,04_treatment_adjusted_ndre_trend.png,S08__04_treatment_adjusted_ndre_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\04_treatment_adjusted_ndre_trend.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__04_treatment_adjusted_ndre_trend.png,191.8,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,05_day7_observed_vs_adjusted_ndvi_by_tray.png,S08__05_day7_observed_vs_adjusted_ndvi_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\05_day7_observed_vs_adjusted_ndvi_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__05_day7_observed_vs_adjusted_ndvi_by_tray.png,90.74,Day 7 adjusted or possible bug-eaten cell record.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,06_day7_observed_vs_adjusted_ndre_by_tray.png,S08__06_day7_observed_vs_adjusted_ndre_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\06_day7_observed_vs_adjusted_ndre_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__06_day7_observed_vs_adjusted_ndre_by_tray.png,87.35,Day 7 adjusted or possible bug-eaten cell record.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,07_adjusted_ms_tray_ranking.png,S08__07_adjusted_ms_tray_ranking.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\07_adjusted_ms_tray_ranking.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__07_adjusted_ms_tray_ranking.png,174.6,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,08_inside_outside_adjusted_ndvi_ideal_moisture.png,S08__08_inside_outside_adjusted_ndvi_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\08_inside_outside_adjusted_ndvi_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__08_inside_outside_adjusted_ndvi_ideal_moisture.png,67.49,Inside-versus-Outside comparison for Ideal and Moisture trays.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,09_inside_outside_adjusted_ndre_ideal_moisture.png,S08__09_inside_outside_adjusted_ndre_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\09_inside_outside_adjusted_ndre_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__09_inside_outside_adjusted_ndre_ideal_moisture.png,71.43,Inside-versus-Outside comparison for Ideal and Moisture trays.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,10_heat_phase_adjusted_ndvi.png,S08__10_heat_phase_adjusted_ndvi.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\10_heat_phase_adjusted_ndvi.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__10_heat_phase_adjusted_ndvi.png,164.43,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,11_moisture_environment_adjusted_ndvi.png,S08__11_moisture_environment_adjusted_ndvi.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\11_moisture_environment_adjusted_ndvi.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__11_moisture_environment_adjusted_ndvi.png,160.99,Visual chart or quality-check evidence image.,Yes
Charts,Script 08 - MS Treatment Comparison,Chart or evidence image,12_day7_imputed_cells_by_tray.png,S08__12_day7_imputed_cells_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\charts\12_day7_imputed_cells_by_tray.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S08__12_day7_imputed_cells_by_tray.png,71.7,Day 7 adjusted or possible bug-eaten cell record.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,01_final_combined_rgb_ms_tray_ranking.png,S09__01_final_combined_rgb_ms_tray_ranking.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\01_final_combined_rgb_ms_tray_ranking.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__01_final_combined_rgb_ms_tray_ranking.png,174.94,Visual chart or quality-check evidence image.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,02_rgb_vs_ms_score_scatter.png,S09__02_rgb_vs_ms_score_scatter.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\02_rgb_vs_ms_score_scatter.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__02_rgb_vs_ms_score_scatter.png,107.46,Visual chart or quality-check evidence image.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,03_combined_score_by_microbe_status.png,S09__03_combined_score_by_microbe_status.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\03_combined_score_by_microbe_status.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__03_combined_score_by_microbe_status.png,71.72,Visual chart or quality-check evidence image.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,04_combined_score_by_treatment.png,S09__04_combined_score_by_treatment.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\04_combined_score_by_treatment.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__04_combined_score_by_treatment.png,70.6,Visual chart or quality-check evidence image.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,05_inside_outside_combined_score_ideal_moisture.png,S09__05_inside_outside_combined_score_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\05_inside_outside_combined_score_ideal_moisture.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__05_inside_outside_combined_score_ideal_moisture.png,67.06,Inside-versus-Outside comparison for Ideal and Moisture trays.,Yes
Charts,Script 09 - Final RGB + MS Synthesis,Chart or evidence image,06_day7_adjusted_cells_rgb_ms.png,S09__06_day7_adjusted_cells_rgb_ms.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\charts\06_day7_adjusted_cells_rgb_ms.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\04_Final_Charts\S09__06_day7_adjusted_cells_rgb_ms.png,82.7,Day 7 adjusted or possible bug-eaten cell record.,Yes
Settings and manifests,Script 04 - RGB Visible Emergence,Settings/config file,visible_emergence_settings.json,S04__visible_emergence_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\_config\visible_emergence_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S04__visible_emergence_settings.json,1.43,Settings file documenting processing parameters.,Yes
Settings and manifests,Script 05 - RGB Growth Rate and Treatment Comparison,Settings/config file,rgb_growth_treatment_settings.json,S05__rgb_growth_treatment_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\05_RGB_Growth_Rate_Treatment_Comparison\_config\rgb_growth_treatment_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S05__rgb_growth_treatment_settings.json,1.68,Settings file documenting processing parameters.,Yes
Settings and manifests,Script 06 - MS Cell Grid Detection,Settings/config file,ms_grid_detection_settings.json,S06__ms_grid_detection_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\_config\ms_grid_detection_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S06__ms_grid_detection_settings.json,1.3,Settings file documenting processing parameters.,Yes
Settings and manifests,Script 07 - MS Vegetation Indices,Settings/config file,index_settings.json,S07__index_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\_config\index_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S07__index_settings.json,0.69,Settings file documenting processing parameters.,Yes
Settings and manifests,Script 08 - MS Treatment Comparison,Settings/config file,ms_treatment_comparison_settings.json,S08__ms_treatment_comparison_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\08_MS_Treatment_Comparison\_config\ms_treatment_comparison_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S08__ms_treatment_comparison_settings.json,1.76,Settings file documenting processing parameters.,Yes
Settings and manifests,Script 09 - Final RGB + MS Synthesis,Settings/config file,final_rgb_ms_synthesis_settings.json,S09__final_rgb_ms_synthesis_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\09_Final_RGB_MS_Synthesis\_config\final_rgb_ms_synthesis_settings.json,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\06_Settings_and_Manifests\S09__final_rgb_ms_synthesis_settings.json,1.56,Settings file documenting processing parameters.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154609_0011_visible_emergence_overlay.jpg,S04__DJI_20260629154609_0011_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 10\overlays\DJI_20260629154609_0011_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154609_0011_visible_emergence_overlay.jpg,3592.77,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154652_0012_visible_emergence_overlay.jpg,S04__DJI_20260629154652_0012_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 11\overlays\DJI_20260629154652_0012_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154652_0012_visible_emergence_overlay.jpg,3526.88,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154739_0013_visible_emergence_overlay.jpg,S04__DJI_20260629154739_0013_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 12\overlays\DJI_20260629154739_0013_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154739_0013_visible_emergence_overlay.jpg,3355.34,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629153749_0001_visible_emergence_overlay.jpg,S04__DJI_20260629153749_0001_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 1\overlays\DJI_20260629153749_0001_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629153749_0001_visible_emergence_overlay.jpg,3459.58,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629153956_0003_visible_emergence_overlay.jpg,S04__DJI_20260629153956_0003_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 2\overlays\DJI_20260629153956_0003_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629153956_0003_visible_emergence_overlay.jpg,3270.36,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154053_0004_visible_emergence_overlay.jpg,S04__DJI_20260629154053_0004_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 3\overlays\DJI_20260629154053_0004_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154053_0004_visible_emergence_overlay.jpg,3351.26,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154141_0005_visible_emergence_overlay.jpg,S04__DJI_20260629154141_0005_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 4\overlays\DJI_20260629154141_0005_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154141_0005_visible_emergence_overlay.jpg,3416.26,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154235_0006_visible_emergence_overlay.jpg,S04__DJI_20260629154235_0006_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 5\overlays\DJI_20260629154235_0006_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154235_0006_visible_emergence_overlay.jpg,3503.63,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154321_0007_visible_emergence_overlay.jpg,S04__DJI_20260629154321_0007_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 6\overlays\DJI_20260629154321_0007_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154321_0007_visible_emergence_overlay.jpg,3686.16,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154404_0008_visible_emergence_overlay.jpg,S04__DJI_20260629154404_0008_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 7\overlays\DJI_20260629154404_0008_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154404_0008_visible_emergence_overlay.jpg,3855.21,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154446_0009_visible_emergence_overlay.jpg,S04__DJI_20260629154446_0009_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 8\overlays\DJI_20260629154446_0009_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154446_0009_visible_emergence_overlay.jpg,3592.77,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 04 - RGB Visible Emergence,Chart or evidence image,DJI_20260629154539_0010_visible_emergence_overlay.jpg,S04__DJI_20260629154539_0010_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\04_Visible_Emergence\Day 1\Tray 9\overlays\DJI_20260629154539_0010_visible_emergence_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S04__DJI_20260629154539_0010_visible_emergence_overlay.jpg,3685.61,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154609_0011_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154609_0011_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 10\overlays\DJI_20260629154609_0011_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154609_0011_MS_NIR_grid_overlay.jpg,667.75,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154652_0012_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154652_0012_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 11\overlays\DJI_20260629154652_0012_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154652_0012_MS_NIR_grid_overlay.jpg,657.82,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154739_0013_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154739_0013_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 12\overlays\DJI_20260629154739_0013_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154739_0013_MS_NIR_grid_overlay.jpg,637.16,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629153749_0001_MS_NIR_grid_overlay.jpg,S06__DJI_20260629153749_0001_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 1\overlays\DJI_20260629153749_0001_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629153749_0001_MS_NIR_grid_overlay.jpg,658.97,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629153956_0003_MS_NIR_grid_overlay.jpg,S06__DJI_20260629153956_0003_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 2\overlays\DJI_20260629153956_0003_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629153956_0003_MS_NIR_grid_overlay.jpg,659.3,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154053_0004_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154053_0004_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 3\overlays\DJI_20260629154053_0004_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154053_0004_MS_NIR_grid_overlay.jpg,643.11,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154141_0005_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154141_0005_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 4\overlays\DJI_20260629154141_0005_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154141_0005_MS_NIR_grid_overlay.jpg,650.52,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154235_0006_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154235_0006_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 5\overlays\DJI_20260629154235_0006_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154235_0006_MS_NIR_grid_overlay.jpg,633.33,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154321_0007_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154321_0007_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 6\overlays\DJI_20260629154321_0007_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154321_0007_MS_NIR_grid_overlay.jpg,655.0,Visual chart or quality-check evidence image.,Yes
